gameweek,player_name,team,position,predicted_state,actual_state,predicted_xp,actual_points,predicted_xm,actual_minutes,decision_relevance,ledger_category,estimated_point_cost
1,Bukayo Saka,ARS,MIDFIELDER,START,START,3.3,3,58.3,90,STARTER,HARMLESS,0.0
1,Danny Welbeck,BHA,FORWARD,START,SUB,2.58,1,57.2,21,STARTER,PREDICTION_ERROR,1.6
1,Marc Cucurella Saseta,CHE,DEFENDER,START,START,2.65,8,61.1,90,STARTER,HARMLESS,0.0
1,Cole Palmer,CHE,MIDFIELDER,START,START,4.1,3,58.3,90,CAPTAIN,HARMLESS,0.0
1,Marc Guiu Paz,SUN,FORWARD,SUB,NO_PLAY,1.42,0,25.9,0,BENCH,HARMLESS,0.0
1,Alisson Becker,LIV,GOALKEEPER,START,START,2.89,1,64.2,90,BENCH,HARMLESS,0.0
1,Jeremie Frimpong,LIV,DEFENDER,START,START,2.65,1,61.1,59,STARTER,HARMLESS,0.0
1,Milos Kerkez,LIV,DEFENDER,START,START,2.65,0,61.1,59,STARTER,HARMLESS,0.0
1,Omar Marmoush,MCI,MIDFIELDER,START,SUB,3.28,1,58.3,24,STARTER,PREDICTION_ERROR,2.3
1,Phil Foden,MCI,MIDFIELDER,START,NO_PLAY,3.07,0,57.9,0,STARTER,BOTH,3.1
1,Bruno Borges Fernandes,MUN,MIDFIELDER,START,START,3.27,2,58.3,90,STARTER,HARMLESS,0.0
1,Ahmed Abdullahi,SUN,FORWARD,SUB,NO_PLAY,1.42,0,25.9,0,BENCH,HARMLESS,0.0
1,Guglielmo Vicario,TOT,GOALKEEPER,START,START,3.21,9,64.2,90,STARTER,HARMLESS,0.0
1,Pedro Porro Sauceda,TOT,DEFENDER,START,START,3.04,6,61.1,90,STARTER,HARMLESS,0.0
1,Cristian Romero,TOT,DEFENDER,START,START,2.68,6,55.8,90,AUTOSUB_IN,HARMLESS,0.0
2,Bukayo Saka,ARS,MIDFIELDER,START,START,3.52,6,43.5,52,STARTER,HARMLESS,0.0
2,Antoine Semenyo,BOU,MIDFIELDER,START,START,3.59,6,43.4,90,CAPTAIN,HARMLESS,0.0
2,Danny Welbeck,BHA,FORWARD,SUB,START,1.62,0,24.5,90,STARTER,PREDICTION_ERROR,1.6
2,Marc Cucurella Saseta,CHE,DEFENDER,START,START,2.05,5,45.2,68,STARTER,HARMLESS,0.0
2,Cole Palmer,CHE,MIDFIELDER,START,NO_PLAY,3.09,0,43.5,0,STARTER,BOTH,3.1
2,Marc Guiu Paz,SUN,FORWARD,NO_PLAY,SUB,0.65,1,3.7,10,AUTOSUB_IN,HARMLESS,0.0
2,Alisson Becker,LIV,GOALKEEPER,START,START,2.01,1,47.0,90,STARTER,HARMLESS,0.0
2,Jeremie Frimpong,LIV,DEFENDER,START,NO_PLAY,1.79,0,45.0,0,STARTER,BOTH,1.8
2,Milos Kerkez,LIV,DEFENDER,START,START,1.83,1,45.0,90,STARTER,HARMLESS,0.0
2,Omar Marmoush,MCI,MIDFIELDER,SUB,START,2.17,1,21.9,53,STARTER,PREDICTION_ERROR,1.2
2,Bruno Borges Fernandes,MUN,MIDFIELDER,START,START,2.73,2,43.5,90,STARTER,HARMLESS,0.0
2,Ahmed Abdullahi,SUN,FORWARD,NO_PLAY,NO_PLAY,0.65,0,3.7,0,BENCH,HARMLESS,0.0
2,Guglielmo Vicario,TOT,GOALKEEPER,START,START,1.77,9,46.9,90,BENCH,HARMLESS,0.0
2,Pedro Porro Sauceda,TOT,DEFENDER,START,START,1.45,5,45.2,90,STARTER,HARMLESS,0.0
2,Cristian Romero,TOT,DEFENDER,START,START,1.32,7,45.2,90,AUTOSUB_IN,HARMLESS,0.0
3,Bukayo Saka,ARS,MIDFIELDER,START,NO_PLAY,2.74,0,45.9,0,STARTER,BOTH,2.7
3,Antoine Semenyo,BOU,MIDFIELDER,START,START,3.43,2,51.5,90,STARTER,HARMLESS,0.0
3,Danny Welbeck,BHA,FORWARD,START,START,2.6,2,42.8,60,STARTER,HARMLESS,0.0
3,Marc Cucurella Saseta,CHE,DEFENDER,START,START,2.85,6,54.8,90,STARTER,HARMLESS,0.0
3,Cole Palmer,CHE,MIDFIELDER,NO_PLAY,NO_PLAY,2.47,0,24.6,0,STARTER,DECISION_ERROR,2.5
3,Marc Guiu Paz,SUN,FORWARD,SUB,SUB,1.13,1,18.6,3,AUTOSUB_IN,HARMLESS,0.0
3,Alisson Becker,LIV,GOALKEEPER,START,START,2.3,8,58.5,90,BENCH,HARMLESS,0.0
3,Milos Kerkez,LIV,DEFENDER,START,START,1.89,6,54.4,90,AUTOSUB_IN,HARMLESS,0.0
3,Omar Marmoush,MCI,MIDFIELDER,START,START,2.69,7,43.4,71,STARTER,HARMLESS,0.0
3,Matthijs de Ligt,MUN,DEFENDER,START,START,3.04,1,55.4,90,STARTER,HARMLESS,0.0
3,Bruno Borges Fernandes,MUN,MIDFIELDER,START,START,3.96,10,51.7,90,STARTER,HARMLESS,0.0
3,Ahmed Abdullahi,SUN,FORWARD,NO_PLAY,NO_PLAY,0.66,0,3.6,0,BENCH,HARMLESS,0.0
3,Guglielmo Vicario,TOT,GOALKEEPER,START,START,3.04,3,58.5,90,CAPTAIN,HARMLESS,0.0
3,Pedro Porro Sauceda,TOT,DEFENDER,START,START,2.67,4,55.6,70,STARTER,HARMLESS,0.0
3,Cristian Romero,TOT,DEFENDER,START,START,2.42,2,55.4,90,STARTER,HARMLESS,0.0
4,Riccardo Calafiori,ARS,DEFENDER,START,START,4.68,5,61.5,67,CAPTAIN,HARMLESS,0.0
4,Bukayo Saka,ARS,MIDFIELDER,START,NO_PLAY,2.93,0,43.4,0,STARTER,BOTH,2.9
4,Antoine Semenyo,BOU,MIDFIELDER,START,START,4.25,13,64.6,90,STARTER,HARMLESS,0.0
4,Danny Welbeck,BHA,FORWARD,START,START,2.58,2,50.9,66,STARTER,HARMLESS,0.0
4,Marc Cucurella Saseta,CHE,DEFENDER,START,SUB,3.13,1,65.4,45,STARTER,HARMLESS,0.0
4,Cole Palmer,CHE,MIDFIELDER,NO_PLAY,SUB,1.95,7,22.1,34,AUTOSUB_IN,HARMLESS,0.0
4,Marc Guiu Paz,CHE,FORWARD,SUB,NO_PLAY,1.02,0,19.1,0,BENCH,HARMLESS,0.0
4,Alisson Becker,LIV,GOALKEEPER,START,START,3.1,6,74.3,90,BENCH,HARMLESS,0.0
4,Milos Kerkez,LIV,DEFENDER,START,START,2.63,0,61.6,37,STARTER,HARMLESS,0.0
4,Omar Marmoush,MCI,MIDFIELDER,START,NO_PLAY,3.3,0,45.8,0,STARTER,BOTH,3.3
4,Bruno Borges Fernandes,MUN,MIDFIELDER,START,START,3.44,2,64.8,90,STARTER,HARMLESS,0.0
4,Ahmed Abdullahi,SUN,FORWARD,NO_PLAY,NO_PLAY,0.37,0,0.0,0,BENCH,HARMLESS,0.0
4,Guglielmo Vicario,TOT,GOALKEEPER,START,START,3.5,8,74.3,90,STARTER,HARMLESS,0.0
4,Pedro Porro Sauceda,TOT,DEFENDER,START,START,2.85,6,65.5,90,STARTER,HARMLESS,0.0
4,Cristian Romero,TOT,DEFENDER,START,START,2.59,12,68.6,90,STARTER,HARMLESS,0.0
5,Riccardo Calafiori,ARS,DEFENDER,START,START,4.37,2,61.8,90,STARTER,HARMLESS,0.0
5,Antoine Semenyo,BOU,MIDFIELDER,START,START,5.34,5,72.6,90,CAPTAIN,HARMLESS,0.0
5,Bryan Mbeumo,MUN,MIDFIELDER,START,START,4.46,3,72.7,69,STARTER,HARMLESS,0.0
5,Danny Welbeck,BHA,FORWARD,START,SUB,3.16,1,57.6,15,STARTER,PREDICTION_ERROR,2.2
5,Marc Cucurella Saseta,CHE,DEFENDER,START,START,2.64,0,60.8,63,STARTER,HARMLESS,0.0
5,Cole Palmer,CHE,MIDFIELDER,SUB,START,2.38,1,26.7,20,AUTOSUB_IN,HARMLESS,0.0
5,Marc Guiu Paz,CHE,FORWARD,NO_PLAY,NO_PLAY,0.4,0,3.7,0,BENCH,HARMLESS,0.0
5,Alisson Becker,LIV,GOALKEEPER,START,START,3.86,2,79.3,90,STARTER,HARMLESS,0.0
5,Milos Kerkez,LIV,DEFENDER,START,START,2.49,4,61.8,90,STARTER,HARMLESS,0.0
5,Omar Marmoush,MCI,MIDFIELDER,START,NO_PLAY,2.44,0,43.2,0,STARTER,BOTH,2.4
5,Bruno Borges Fernandes,MUN,MIDFIELDER,START,START,4.67,10,72.7,86,STARTER,HARMLESS,0.0
5,Ahmed Abdullahi,SUN,FORWARD,NO_PLAY,NO_PLAY,0.42,0,0.0,0,BENCH,HARMLESS,0.0
5,Guglielmo Vicario,TOT,GOALKEEPER,START,START,3.67,1,79.3,90,BENCH,HARMLESS,0.0
5,Pedro Porro Sauceda,TOT,DEFENDER,START,START,3.04,1,72.9,88,STARTER,HARMLESS,0.0
5,Cristian Romero,TOT,DEFENDER,START,START,2.92,2,75.0,90,STARTER,HARMLESS,0.0
6,Riccardo Calafiori,ARS,DEFENDER,START,START,4.83,1,76.6,69,STARTER,HARMLESS,0.0
6,Antoine Semenyo,BOU,MIDFIELDER,START,START,4.85,7,76.8,90,STARTER,HARMLESS,0.0
6,Bryan Mbeumo,MUN,MIDFIELDER,START,START,4.01,2,76.7,90,STARTER,HARMLESS,0.0
6,Danny Welbeck,BHA,FORWARD,START,SUB,2.7,11,52.6,23,STARTER,HARMLESS,0.0
6,Marc Cucurella Saseta,CHE,DEFENDER,START,START,3.26,0,61.1,90,STARTER,HARMLESS,0.0
6,Cole Palmer,CHE,MIDFIELDER,START,NO_PLAY,3.35,0,43.8,0,STARTER,BOTH,3.4
6,Marc Guiu Paz,CHE,FORWARD,NO_PLAY,NO_PLAY,0.42,0,3.6,0,BENCH,HARMLESS,0.0
6,Norberto Bercique Gomes Betuncal,EVE,FORWARD,START,START,3.24,2,57.7,68,STARTER,HARMLESS,0.0
